timestamp,src_ip,dst_ip,protocol,bytes,packets
1769672510,10.10.90.210,57.144.123.32,6,43719,46
1769672510,57.144.123.32,10.10.90.210,6,14725,57
1769672510,10.10.90.210,20.189.173.17,6,2403,3
1769672510,192.168.1.1,239.255.255.250,17,10650,22
1769672510,20.189.173.17,10.10.90.210,6,282,3
1769672510,10.10.90.200,239.255.255.250,17,458,2
1769672510,10.10.90.210,44.211.178.21,6,145,2
1769672510,10.10.90.210,104.18.124.108,6,2923,6
1769672510,104.18.124.108,10.10.90.210,6,887,8
1769672510,10.10.90.210,20.167.82.225,6,104,1
1769672510,44.211.178.21,10.10.90.210,6,60,1
1769672515,57.144.123.32,10.10.90.210,6,57245,58
1769672515,20.167.82.225,10.10.90.210,6,93,1
1769672515,10.10.90.210,20.167.82.225,6,54,1
1769672515,10.10.90.210,57.144.123.32,6,2197,33
1769672515,44.211.178.21,10.10.90.210,6,66,1
1769672515,10.10.90.200,239.255.255.250,17,458,2
1769672515,10.10.90.210,20.189.173.17,6,2403,3
1769672515,20.189.173.17,10.10.90.210,6,343,4
1769672515,10.10.90.201,224.0.0.251,17,1443,6
1769672515,10.10.90.210,48.218.107.66,6,165,2
1769672515,48.218.107.66,10.10.90.210,6,100,1
1769672515,10.10.91.147,224.0.0.251,17,1028,6
1769672515,10.10.90.210,162.159.200.123,17,90,1
1769672515,10.10.90.203,224.0.0.251,17,669,4
1769672515,10.10.90.139,239.255.255.250,17,212,1
1769672520,10.10.90.203,224.0.0.251,17,881,2
1769672520,10.10.90.139,239.255.255.250,17,636,3
1769672520,10.10.90.210,57.144.123.32,6,2601,21
1769672520,172.64.148.235,10.10.90.210,6,138,2
1769672520,10.10.90.210,172.64.148.235,6,82,1
1769672520,57.144.123.32,10.10.90.210,6,1025,16
1769672520,52.123.131.14,10.10.90.210,6,60,1
1769672520,34.141.79.142,10.10.90.210,6,60,1
1769672520,10.10.90.210,34.141.79.142,6,54,1
1769672520,10.10.90.210,20.189.173.17,6,4502,4
1769672520,10.10.90.83,224.0.0.251,17,2301,6
1769672520,20.189.173.17,10.10.90.210,6,514,4
1769672520,10.10.90.203,239.255.255.250,17,848,4
1769672520,10.10.90.210,162.159.200.123,17,90,1
1769672520,10.10.90.156,10.10.91.255,17,243,1
1769672525,10.10.90.203,239.255.255.250,17,848,4
1769672525,10.10.90.210,52.123.130.14,6,55,1
1769672525,52.123.130.14,10.10.90.210,6,66,1
1769672525,10.10.90.210,20.189.173.17,6,15158,7
1769672525,10.10.90.210,3.237.150.243,6,90,1
1769672525,20.189.173.17,10.10.90.210,6,879,10
1769672525,10.10.90.210,10.10.90.207,6,357,5
1769672525,10.10.90.207,10.10.90.210,6,186,3
1769672525,3.237.150.243,10.10.90.210,6,60,1
1769672525,10.10.90.156,10.10.91.255,17,1312,16
1769672525,10.10.90.210,57.144.123.32,6,18334,14
1769672525,57.144.123.32,10.10.90.210,6,27616,27
1769672525,10.10.90.210,162.159.200.123,17,90,1
1769672525,10.10.90.203,10.10.91.255,17,86,1
1769672525,10.10.90.210,192.178.211.84,6,55,1
1769672525,192.178.211.84,10.10.90.210,6,66,1
1769672530,10.10.90.156,10.10.91.255,17,328,4
1769672530,10.10.90.210,20.189.173.17,6,12724,3
1769672530,20.189.173.17,10.10.90.210,6,453,6
1769672530,10.10.90.210,162.159.200.123,17,90,1
1769672530,34.141.79.142,10.10.90.210,6,91,1
1769672530,10.10.90.210,34.141.79.142,6,54,1
1769672530,10.10.90.210,10.10.91.4,6,357,5
1769672530,10.10.91.4,10.10.90.210,6,186,3
1769672530,10.10.90.210,10.10.0.26,17,142,2
1769672530,10.10.0.26,10.10.90.210,17,556,2
1769672530,10.10.90.210,172.64.155.209,6,18648,10
1769672530,172.64.155.209,10.10.90.210,6,2566,11
1769672530,10.10.90.210,172.64.148.235,6,199,2
1769672530,172.64.148.235,10.10.90.210,6,199,2
1769672535,172.64.155.209,10.10.90.210,6,4580,12
1769672535,10.10.90.210,172.64.155.209,6,8479,8
1769672535,10.10.90.210,20.189.173.17,6,2403,3
1769672535,20.189.173.17,10.10.90.210,6,397,3
1769672535,10.10.90.210,172.64.148.235,6,145,1
1769672535,172.64.148.235,10.10.90.210,6,60,1
1769672540,172.64.148.235,10.10.90.210,6,277,3
1769672540,10.10.90.210,172.64.148.235,6,136,2
1769672540,10.10.90.210,57.144.123.32,6,295,3
1769672540,57.144.123.32,10.10.90.210,6,245,3
1769672540,10.10.91.132,239.255.255.250,17,1696,8
1769672540,10.10.90.210,224.0.0.251,17,983,6
1769672540,10.10.90.210,180.149.59.138,6,1514,9
1769672540,10.10.90.210,10.10.0.26,17,110,1
1769672540,10.10.0.26,10.10.90.210,17,634,1
1769672540,180.149.59.138,10.10.90.210,6,2565,9
1769672540,10.10.90.210,239.255.255.250,17,636,3
1769672540,10.10.90.210,20.189.173.17,6,2368,3
1769672540,192.168.1.1,239.255.255.250,17,10650,22
1769672540,20.189.173.17,10.10.90.210,6,209,2
1769672540,10.10.90.210,64.233.170.119,6,55,1
1769672540,64.233.170.119,10.10.90.210,6,66,1
1769672540,10.10.91.4,224.0.0.251,17,1311,6
1769672545,10.10.90.210,239.255.255.250,17,212,1
1769672545,10.10.90.210,172.217.24.14,6,55,1
1769672545,172.217.24.14,10.10.90.210,6,66,1
1769672545,10.10.90.210,20.189.173.17,6,6530,3
1769672545,10.10.90.210,216.239.36.223,6,55,1
1769672545,216.239.36.223,10.10.90.210,6,66,1
1769672545,10.10.90.210,40.104.68.114,6,55,1
1769672545,20.189.173.17,10.10.90.210,6,388,5
1769672545,40.104.68.114,10.10.90.210,6,66,1
1769672545,10.10.90.210,40.104.66.98,6,55,1
1769672550,10.10.90.210,172.64.148.235,6,199,2
1769672550,10.10.90.210,172.64.155.209,6,16503,10
1769672550,172.64.148.235,10.10.90.210,6,199,2
1769672550,172.64.155.209,10.10.90.210,6,3599,14
1769672550,10.10.90.210,10.10.0.26,17,184,2
1769672550,10.10.90.210,20.189.173.17,6,2404,3
1769672550,10.10.0.26,10.10.90.210,17,780,2
1769672550,20.189.173.17,10.10.90.210,6,274,3
1769672550,10.10.90.214,224.0.0.251,17,624,3
1769672550,10.10.90.210,20.167.82.225,6,158,2
1769672550,20.167.82.225,10.10.90.210,6,93,1
1769672555,10.10.90.214,224.0.0.251,17,1059,3
1769672555,10.10.90.210,57.144.123.32,6,55,1
1769672555,57.144.123.32,10.10.90.210,6,60,1
1769672555,10.10.90.210,20.189.173.17,6,2404,3
1769672555,20.189.173.17,10.10.90.210,6,269,3
1769672555,64.233.170.119,10.10.90.210,6,187,2
1769672555,10.10.90.210,64.233.170.119,6,108,2
1769672555,10.10.90.203,10.10.91.255,17,86,1
1769672555,10.10.90.210,3.237.150.243,6,90,1
1769672555,3.237.150.243,10.10.90.210,6,60,1
1769672555,10.10.90.210,44.211.178.21,6,90,1
1769672555,44.211.178.21,10.10.90.210,6,60,1
1769672555,10.10.90.210,104.18.124.108,6,55,1
1769672555,104.18.124.108,10.10.90.210,6,66,1
1769672560,172.64.148.235,10.10.90.210,6,337,4
1769672560,10.10.90.210,172.64.148.235,6,281,3
1769672560,10.10.90.156,10.10.91.255,17,1558,19
1769672560,52.123.130.14,10.10.90.210,6,60,1
1769672560,10.10.90.210,20.189.173.17,6,2404,3
1769672560,20.189.173.17,10.10.90.210,6,268,3
1769672560,10.10.90.210,57.144.123.32,6,177,2
1769672560,57.144.123.32,10.10.90.210,6,185,2
1769672560,10.10.90.207,239.255.255.250,17,212,1
1769672565,10.10.90.207,239.255.255.250,17,636,3
1769672565,10.10.90.210,10.10.91.4,6,357,5
1769672565,10.10.91.4,10.10.90.210,6,186,3
1769672565,10.10.90.210,20.189.173.17,6,4520,4
1769672565,20.189.173.17,10.10.90.210,6,417,5
1769672565,10.10.90.194,224.0.0.251,17,1122,6
1769672565,10.10.90.210,4.213.25.240,6,151,2
1769672565,10.10.90.210,172.64.155.209,6,7187,7
1769672565,4.213.25.240,10.10.90.210,6,228,1
1769672565,172.64.155.209,10.10.90.210,6,1292,11
1769672570,10.10.90.210,162.159.200.123,17,90,1
1769672570,10.10.90.210,57.144.123.32,6,568,8
1769672570,57.144.123.32,10.10.90.210,6,918,11
1769672570,10.10.90.203,224.0.0.251,17,87,1
1769672570,10.10.90.47,224.0.0.251,17,316,1
1769672570,10.10.90.210,3.218.4.187,6,444,6
1769672570,10.10.90.210,10.10.0.26,17,87,1
1769672570,10.10.90.210,14.139.5.5,17,87,1
1769672570,14.139.5.5,10.10.90.210,17,293,1
1769672570,10.10.90.210,3.82.134.179,6,3182,9
1769672570,10.10.0.26,10.10.90.210,17,534,1
1769672570,3.82.134.179,10.10.90.210,6,5831,10
1769672570,10.10.90.210,20.189.173.17,6,2409,3
1769672570,192.168.1.1,239.255.255.250,17,10650,22
1769672570,20.189.173.17,10.10.90.210,6,268,3
1769672570,10.10.90.210,48.218.107.66,6,165,2
1769672570,48.218.107.66,10.10.90.210,6,100,1
1769672570,10.10.90.210,10.10.90.207,6,357,5
1769672570,10.10.90.207,10.10.90.210,6,186,3
1769672570,10.10.90.210,192.178.211.84,6,55,1
1769672570,192.178.211.84,10.10.90.210,6,66,1
1769672575,10.10.90.210,162.159.200.123,17,180,2
1769672575,10.10.90.210,20.189.173.17,6,17154,6
1769672575,20.189.173.17,10.10.90.210,6,728,9
1769672575,10.10.90.210,3.218.4.187,6,78,1
1769672575,10.10.90.210,57.144.123.32,6,3009,6
1769672575,10.10.91.4,239.255.255.250,17,1920,9
1769672575,57.144.123.32,10.10.90.210,6,2313,4
1769672575,10.10.90.210,10.10.0.26,17,106,1
1769672575,10.10.0.26,10.10.90.210,17,545,1
1769672575,10.10.90.210,34.194.100.75,6,5674,10
1769672575,34.194.100.75,10.10.90.210,6,11010,15
1769672580,10.10.90.203,239.255.255.250,17,167,1
1769672580,172.64.148.235,10.10.90.210,6,138,2
1769672580,10.10.90.210,172.64.148.235,6,82,1
1769672580,10.10.91.4,239.255.255.250,17,640,3
1769672580,10.10.90.210,20.189.173.17,6,8928,3
1769672580,20.189.173.17,10.10.90.210,6,328,4
1769672580,10.10.90.210,3.218.4.187,6,78,1
1769672580,10.10.90.210,162.159.200.123,17,90,1
1769672580,10.10.91.103,239.255.255.250,17,212,1
1769672585,10.10.90.210,20.189.173.17,6,6835,6
1769672585,10.10.91.103,239.255.255.250,17,636,3
1769672585,10.10.90.201,239.255.255.250,17,179,1
1769672585,20.189.173.17,10.10.90.210,6,542,6
1769672585,10.10.90.203,10.10.91.255,17,86,1
1769672585,10.10.90.47,10.10.90.77,6,132,2
1769672585,10.10.90.200,239.255.255.250,17,424,2
1769672585,10.10.90.210,162.159.200.123,17,90,1
1769672590,10.10.90.200,239.255.255.250,17,424,2
1769672590,10.10.91.225,239.255.255.250,17,848,4
1769672590,10.10.90.210,172.217.24.14,6,55,1
1769672590,172.217.24.14,10.10.90.210,6,66,1
1769672590,10.10.90.47,10.10.90.77,6,66,1
1769672590,10.10.90.210,216.239.36.223,6,55,1
1769672590,216.239.36.223,10.10.90.210,6,66,1
1769672590,10.10.90.210,40.104.68.114,6,55,1
1769672590,40.104.68.114,10.10.90.210,6,66,1
1769672590,10.10.90.210,20.189.173.17,6,2403,3
1769672590,20.189.173.17,10.10.90.210,6,268,3
1769672590,10.10.90.210,40.104.66.98,6,55,1
1769672590,40.104.66.98,10.10.90.210,6,66,1
1769672590,10.10.90.210,162.159.200.123,17,90,1
1769672590,10.10.90.210,20.167.82.225,6,158,2
1769672590,20.167.82.225,10.10.90.210,6,93,1
1769672595,10.10.90.156,10.10.91.255,17,1558,19
1769672595,10.10.90.210,3.237.150.243,6,180,2
1769672595,3.237.150.243,10.10.90.210,6,66,1
1769672595,10.10.90.47,239.255.255.250,17,848,4
1769672595,10.10.90.210,3.218.4.187,6,54,1
1769672595,10.10.91.103,224.0.0.251,17,1503,6
1769672595,10.10.90.210,20.189.173.17,6,2368,3
1769672595,10.10.90.156,224.0.0.22,2,420,7
1769672595,10.10.90.156,255.255.255.255,17,820,10
1769672595,10.10.90.156,239.255.255.250,17,358,2
1769672595,10.10.90.156,224.0.0.252,17,138,2
1769672595,20.189.173.17,10.10.90.210,6,208,2
1769672595,10.10.90.156,224.0.0.251,17,325,3
1769672600,10.10.90.156,224.0.0.251,17,1456,14
1769672600,10.10.90.156,239.255.255.250,17,537,3
1769672600,10.10.90.47,224.0.0.251,17,1415,6
1769672600,172.64.148.235,10.10.90.210,6,138,2
1769672600,10.10.90.210,172.64.148.235,6,82,1
1769672600,192.168.1.1,239.255.255.250,17,10650,22
1769672600,10.10.90.210,20.189.173.17,6,2403,3
1769672600,20.189.173.17,10.10.90.210,6,274,3
1769672600,10.10.90.207,224.0.0.251,17,1405,6
1769672600,10.10.90.210,44.211.178.21,6,90,1
1769672600,10.10.90.210,10.10.0.26,17,105,1
1769672600,10.10.90.210,14.139.5.5,17,105,1
1769672600,14.139.5.5,10.10.90.210,17,396,1
1769672600,10.10.90.210,150.171.41.11,6,33113,11
1769672600,44.211.178.21,10.10.90.210,6,60,1
1769672600,150.171.41.11,10.10.90.210,6,9450,13
1769672600,10.10.0.26,10.10.90.210,17,532,1
1769672600,10.10.90.210,104.18.124.108,6,55,1
1769672600,104.18.124.108,10.10.90.210,6,66,1
1769672605,150.171.41.11,10.10.90.210,6,3337,7
1769672605,172.217.24.14,10.10.90.210,6,187,2
1769672605,10.10.90.210,172.217.24.14,6,108,2
1769672605,10.10.90.210,150.171.41.11,6,108,2
1769672605,10.10.90.210,10.10.0.26,17,108,1
1769672605,10.10.90.210,14.139.5.5,17,108,1
1769672605,14.139.5.5,10.10.90.210,17,193,1
1769672605,10.10.90.210,52.104.17.25,6,3814,10
1769672605,10.10.0.26,10.10.90.210,17,507,1
1769672605,10.10.90.156,224.0.0.251,17,469,5
1769672605,52.104.17.25,10.10.90.210,6,11842,12
1769672605,10.10.90.214,10.10.90.210,6,375,5
1769672605,10.10.90.210,10.10.90.214,6,174,3
1769672605,10.10.90.156,239.255.255.250,17,358,2
1769672605,10.10.90.210,20.189.173.17,6,2368,3
1769672605,0.0.0.0,224.0.0.1,2,240,4
1769672605,20.189.173.17,10.10.90.210,6,208,2
1769672605,10.10.91.27,239.255.255.250,2,60,1
1769672605,10.10.90.98,224.0.0.251,2,240,4
1769672605,10.10.90.156,224.0.0.252,2,60,1
1769672605,10.10.91.53,239.255.102.18,2,60,1
1769672610,20.33.105.0,10.10.90.210,6,60,1
1769672610,10.10.90.210,20.33.105.0,6,54,1
1769672610,10.10.90.210,10.10.0.26,17,276,3
1769672610,10.10.90.210,20.189.173.17,6,2403,3
1769672610,10.10.0.26,10.10.90.210,17,1297,3
1769672610,10.10.90.156,239.255.255.250,17,179,1
1769672610,20.189.173.17,10.10.90.210,6,274,3
1769672610,10.10.90.156,224.0.0.251,17,143,1
1769672610,10.10.90.210,172.64.155.209,6,55,1
1769672610,10.10.90.210,10.10.91.4,6,357,5
1769672610,10.10.91.4,10.10.90.210,6,186,3
1769672610,172.64.155.209,10.10.90.210,6,66,1
1769672610,10.10.90.210,51.105.71.136,6,5101,14
1769672610,51.105.71.136,10.10.90.210,6,7418,9
1769672615,10.10.90.210,51.105.71.136,6,2032,2
1769672615,51.105.71.136,10.10.90.210,6,561,2
1769672615,10.10.90.210,150.171.41.11,6,164385,20
1769672615,10.10.90.210,172.64.155.209,6,41648,21
1769672615,10.10.90.210,172.64.148.235,6,199,2
1769672615,150.171.41.11,10.10.90.210,6,5192,37
1769672615,10.10.90.156,224.0.0.251,17,141,1
1769672615,172.64.155.209,10.10.90.210,6,6188,29
1769672615,172.64.148.235,10.10.90.210,6,199,2
1769672615,10.10.90.210,52.104.17.25,6,2864,3
1769672615,52.104.17.25,10.10.90.210,6,5281,5
1769672615,10.10.90.210,20.189.173.17,6,2403,3
1769672615,20.189.173.17,10.10.90.210,6,268,3
1769672615,10.10.90.203,10.10.91.255,17,86,1
1769672615,10.10.90.210,10.10.0.26,17,455,5
1769672615,10.10.0.26,10.10.90.210,17,1645,5
1769672615,10.10.90.210,13.107.213.72,6,6410,49
1769672615,13.107.213.72,10.10.90.210,6,69420,54
1769672615,10.10.90.210,14.139.5.5,17,99,1
1769672615,10.10.90.210,104.18.43.204,6,173909,46
1769672615,14.139.5.5,10.10.90.210,17,131,1
1769672615,104.18.43.204,10.10.90.210,6,10306,68
1769672615,10.10.90.210,104.18.43.204,17,3876,3
1769672615,10.10.90.210,192.178.211.84,6,55,1
1769672615,192.178.211.84,10.10.90.210,6,66,1
1769672620,172.64.155.209,10.10.90.210,6,29540,39
1769672620,10.10.90.210,172.64.155.209,6,34272,22
1769672620,10.10.90.210,104.18.43.204,17,2584,2
1769672620,172.64.148.235,10.10.90.210,6,138,2
1769672620,10.10.90.210,172.64.148.235,6,82,1
1769672620,10.10.90.210,20.189.173.17,6,2403,3
1769672620,20.189.173.17,10.10.90.210,6,268,3
1769672620,10.10.90.210,57.144.123.32,6,55,1
1769672620,57.144.123.32,10.10.90.210,6,60,1
1769672625,10.10.90.210,51.105.71.136,6,3214,3
1769672625,51.105.71.136,10.10.90.210,6,561,2
1769672625,10.10.90.210,20.189.173.17,6,2368,3
1769672625,10.10.90.210,172.64.155.209,6,9022,4
1769672625,172.64.155.209,10.10.90.210,6,1286,10
1769672625,20.189.173.17,10.10.90.210,6,209,2
1769672625,10.10.90.210,48.218.107.66,6,165,2
1769672625,48.218.107.66,10.10.90.210,6,100,1
1769672625,10.10.90.156,10.10.91.255,17,328,4
1769672625,10.10.90.156,255.255.255.255,17,328,4
1769672630,10.10.90.156,10.10.91.255,17,1312,16
1769672630,10.10.90.156,255.255.255.255,17,1312,16
1769672630,10.10.90.210,10.10.0.26,17,79,1
1769672630,10.10.0.26,10.10.90.210,17,553,1
1769672630,10.10.90.210,162.159.200.123,17,180,2
1769672630,10.10.90.210,172.64.155.209,6,58936,82
1769672630,172.64.155.209,10.10.90.210,6,196198,169
1769672630,10.10.90.253,224.0.0.251,17,335,2
1769672630,10.10.90.156,224.0.0.251,17,141,1
1769672630,10.10.90.210,3.237.150.243,6,90,1
1769672630,192.168.1.1,239.255.255.250,17,10650,22
1769672630,3.237.150.243,10.10.90.210,6,60,1
1769672630,10.10.90.210,20.189.173.17,6,2403,3
1769672630,20.189.173.17,10.10.90.210,6,268,3
1769672630,192.178.211.84,10.10.90.210,6,187,2
1769672630,10.10.90.210,192.178.211.84,6,108,2
1769672630,10.10.90.210,20.167.82.225,6,158,2
1769672630,20.167.82.225,10.10.90.210,6,93,1
1769672635,10.10.90.253,224.0.0.251,17,214,1
1769672635,4.213.25.240,10.10.90.210,6,592,2
1769672635,10.10.90.210,4.213.25.240,6,264,2
1769672635,10.10.90.210,52.104.17.25,6,3108,4
1769672635,52.104.17.25,10.10.90.210,6,7389,6
1769672635,172.64.155.209,10.10.90.210,6,7104,22
1769672635,10.10.90.210,172.64.155.209,6,988,17
1769672635,3.82.134.179,10.10.90.210,6,138,2
1769672635,10.10.90.210,3.82.134.179,6,54,1
1769672635,10.10.90.210,216.239.36.223,6,55,1
1769672635,10.10.90.210,40.104.68.114,6,55,1
1769672635,40.104.68.114,10.10.90.210,6,66,1
1769672635,10.10.90.210,20.189.173.17,6,2368,3
1769672635,10.10.90.210,40.104.66.98,6,55,1
1769672635,20.189.173.17,10.10.90.210,6,215,2
1769672635,40.104.66.98,10.10.90.210,6,66,1
1769672635,10.10.90.201,224.0.0.251,17,1443,6
1769672635,34.194.100.75,10.10.90.210,6,138,2
1769672635,10.10.90.210,34.194.100.75,6,54,1
1769672635,10.10.90.210,162.159.200.123,17,90,1
1769672635,10.10.91.147,224.0.0.251,17,495,4
1769672635,10.10.90.156,224.0.0.251,17,143,1
1769672635,10.10.90.139,239.255.255.250,17,212,1
1769672635,192.168.1.1,192.168.1.255,17,500,2
1769672635,10.10.90.203,224.0.0.251,17,497,2
1769672640,172.64.155.209,10.10.90.210,6,3218,23
1769672640,10.10.90.203,224.0.0.251,17,1053,4
1769672640,10.10.91.147,224.0.0.251,17,533,2
1769672640,10.10.90.210,172.64.155.209,6,1204,21
1769672640,10.10.90.139,239.255.255.250,17,636,3
1769672640,172.64.148.235,10.10.90.210,6,144,2
1769672640,10.10.90.210,172.64.148.235,6,164,2
1769672640,10.10.90.210,20.189.173.17,6,2403,3
1769672640,20.189.173.17,10.10.90.210,6,268,3
1769672640,10.10.90.203,239.255.255.250,17,1060,5
1769672640,10.10.90.83,224.0.0.251,17,2301,6
1769672640,57.144.123.32,10.10.90.210,6,153,2
1769672640,10.10.90.210,57.144.123.32,6,108,2
1769672640,10.10.90.210,162.159.200.123,17,90,1
1769672645,172.64.155.209,10.10.90.210,6,4518,31
1769672645,10.10.90.210,172.64.155.209,6,11527,29
1769672645,10.10.90.203,239.255.255.250,17,636,3
1769672645,10.10.90.253,224.0.0.251,17,214,1
1769672645,10.10.90.210,20.189.173.17,6,2403,3
1769672645,10.10.90.210,162.159.200.123,17,90,1
1769672645,20.189.173.17,10.10.90.210,6,269,3
1769672645,10.10.90.203,10.10.91.255,17,86,1
1769672645,10.10.90.210,44.211.178.21,6,145,2
1769672645,44.211.178.21,10.10.90.210,6,126,2
1769672645,10.10.90.210,104.18.124.108,6,55,1
1769672645,104.18.124.108,10.10.90.210,6,66,1
1769672650,172.64.155.209,10.10.90.210,6,3648,26
1769672650,10.10.90.210,172.64.155.209,6,1290,22
1769672650,10.10.90.253,224.0.0.251,17,214,1
1769672650,10.10.90.210,162.159.200.123,17,90,1
1769672650,10.10.90.210,20.189.173.17,6,2670,6
1769672650,20.189.173.17,10.10.90.210,6,334,4
1769672650,10.10.90.210,10.10.90.207,6,357,5
1769672650,10.10.90.207,10.10.90.210,6,186,3
1769672650,10.10.90.7,224.0.0.1,1,60,1
1769672655,172.64.155.209,10.10.90.210,6,3250,23
1769672655,10.10.90.210,172.64.155.209,6,1162,20
1769672655,10.10.90.201,224.0.0.22,2,240,4
1769672655,10.10.90.201,224.0.0.252,17,150,2
1769672655,10.10.90.210,51.105.71.136,6,2986,3
1769672655,51.105.71.136,10.10.90.210,6,561,2
1769672655,10.10.90.210,20.189.173.17,6,2457,4
1769672655,20.189.173.17,10.10.90.210,6,329,4
1769672655,10.10.90.253,224.0.0.251,17,214,1
1769672660,10.10.90.210,172.64.155.209,6,8904,10
1769672660,162.159.36.1,10.10.90.205,6,1890,27
1769672660,172.64.155.209,10.10.90.210,6,3880,15
1769672660,10.10.91.132,239.255.255.250,17,1696,8
1769672660,172.64.148.235,10.10.90.210,6,344,3
1769672660,10.10.90.210,172.64.148.235,6,136,2
1769672660,10.10.90.210,239.255.255.250,17,848,4
1769672660,192.168.1.1,239.255.255.250,17,10650,22
1769672660,10.10.90.210,20.189.173.17,6,2368,3
1769672660,10.10.90.210,224.0.0.251,17,983,6
1769672660,20.189.173.17,10.10.90.210,6,208,2
1769672660,10.10.90.253,224.0.0.251,17,214,1
1769672660,10.10.90.156,224.0.0.251,17,141,1
1769672660,35.213.172.155,10.10.90.205,6,66,1
1769672660,10.10.90.156,255.255.255.255,17,410,5
1769672660,10.10.90.156,10.10.91.255,17,410,5
1769672660,10.10.90.210,216.239.36.223,6,1681,7
1769672660,216.239.36.223,10.10.90.210,6,1026,9
1769672660,91.108.56.173,10.10.90.205,6,271,1
1769672660,10.10.90.210,13.107.213.72,6,55,1
1769672660,13.107.213.72,10.10.90.210,6,66,1
1769672660,10.10.91.4,224.0.0.251,17,601,4
1769672660,10.10.90.210,104.18.43.204,6,55,1
1769672665,10.10.91.4,224.0.0.251,17,710,2
1769672665,10.10.90.156,10.10.91.255,17,1066,13
1769672665,10.10.90.156,255.255.255.255,17,1066,13
1769672665,10.10.90.210,172.64.155.209,6,8871,5
1769672665,172.64.155.209,10.10.90.210,6,1197,8
1769672665,10.10.90.210,20.189.173.17,6,2457,4
1769672665,20.189.173.17,10.10.90.210,6,357,4
1769672665,10.10.90.210,3.237.150.243,6,90,1
1769672665,3.237.150.243,10.10.90.210,6,60,1
1769672670,10.10.90.210,10.10.0.26,17,490,6
1769672670,10.10.90.210,20.189.173.17,6,2368,3
1769672670,10.10.0.26,10.10.90.210,17,2217,6
1769672670,20.189.173.17,10.10.90.210,6,208,2
1769672670,10.10.90.210,150.171.23.17,6,3349,14
1769672670,10.10.90.210,180.149.52.208,6,7085,21
1769672670,180.149.52.208,10.10.90.210,6,29939,33
1769672670,150.171.23.17,10.10.90.210,6,10223,18
1769672670,10.10.90.210,20.167.82.225,6,158,2
1769672670,20.167.82.225,10.10.90.210,6,93,1
1769672676,10.10.90.214,224.0.0.251,17,1683,6
1769672676,10.10.90.210,20.189.173.17,6,2403,3
1769672676,20.189.173.17,10.10.90.210,6,268,3
1769672676,10.10.90.203,10.10.91.255,17,86,1
1769672676,10.10.90.210,180.149.52.208,6,11365,11
1769672676,180.149.52.208,10.10.90.210,6,2223,19
1769672676,34.141.79.142,10.10.90.210,6,60,1
1769672676,10.10.90.210,34.141.79.142,6,54,1
1769672681,172.64.148.235,10.10.90.210,6,138,2
1769672681,10.10.90.210,172.64.148.235,6,82,1
1769672681,150.171.41.11,10.10.90.210,6,60,1
1769672681,35.213.172.155,10.10.90.205,6,66,1
1769672681,10.10.90.210,40.104.68.114,6,55,1
1769672681,40.104.68.114,10.10.90.210,6,66,1
1769672681,10.10.90.210,20.189.173.17,6,2403,3
1769672681,162.159.36.1,10.10.90.205,6,906,13
1769672681,10.10.90.210,40.104.66.98,6,55,1
1769672681,40.104.66.98,10.10.90.210,6,66,1
1769672681,20.189.173.17,10.10.90.210,6,268,3
1769672681,10.10.90.2,224.0.0.1,1,60,1
1769672681,10.10.90.210,48.218.107.66,6,165,2
1769672681,48.218.107.66,10.10.90.210,6,100,1
1769672681,10.10.90.207,239.255.255.250,17,212,1
1769672686,10.10.90.207,239.255.255.250,17,636,3
1769672686,10.10.90.210,10.10.90.207,6,357,5
1769672686,10.10.90.207,10.10.90.210,6,186,3
1769672686,10.10.90.210,20.189.173.17,6,2403,3
1769672686,20.189.173.17,10.10.90.210,6,335,4
1769672686,10.10.90.194,224.0.0.251,17,1122,6
1769672686,35.213.172.155,10.10.90.205,6,66,1
1769672691,10.10.90.210,162.159.200.123,17,180,2
1769672691,10.10.90.203,224.0.0.251,17,87,1
1769672691,10.10.90.47,224.0.0.251,17,316,1
1769672691,10.10.90.210,172.64.155.209,6,18062,10
1769672691,172.64.155.209,10.10.90.210,6,1892,18
1769672691,192.168.1.1,239.255.255.250,17,10650,22
1769672691,10.10.90.210,20.189.173.17,6,2368,3
1769672691,20.189.173.17,10.10.90.210,6,214,2
1769672691,10.10.91.53,224.0.0.252,2,120,2
1769672691,10.10.91.53,224.0.0.252,17,142,2
1769672691,4.213.25.240,10.10.90.210,6,586,2
1769672691,10.10.90.210,4.213.25.240,6,132,1
1769672691,10.10.90.210,52.104.17.25,6,3054,3
1769672691,162.159.36.1,10.10.90.205,6,276,4
1769672691,52.104.17.25,10.10.90.210,6,5370,5
1769672691,10.10.90.210,10.10.91.4,6,357,5
1769672691,10.10.91.4,10.10.90.210,6,186,3
1769672691,10.10.90.210,44.211.178.21,6,235,3
1769672691,10.10.90.210,104.18.124.108,6,55,1
1769672691,104.18.124.108,10.10.90.210,6,66,1
1769672691,44.211.178.21,10.10.90.210,6,66,1
1769672696,44.211.178.21,10.10.90.210,6,66,1
1769672696,10.10.90.210,20.189.173.17,6,2403,3
1769672696,20.189.173.17,10.10.90.210,6,269,3
1769672696,10.10.91.4,239.255.255.250,17,1920,9
1769672696,10.10.90.156,10.10.91.255,17,492,6
1769672696,10.10.90.156,255.255.255.255,17,492,6
1769672696,10.10.90.210,162.159.200.123,17,90,1
